time_ms,KC1_rate,KC2_rate,MBON_approach_rate,MBON_avoid_rate,net_valence,odor_present
0.0,0.0,0.0,0.0,0.0,0.0,False
0.1,0.0,0.0,0.0,0.0,0.0,False
0.2,0.0,0.0,0.0,0.0,0.0,False
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,False
0.4,0.0,0.0,0.0,0.0,0.0,False
0.5,0.0,0.0,0.0,0.0,0.0,False
0.6000000000000001,0.0,0.0,0.0,0.0,0.0,False
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,False
0.8,0.0,0.0,0.0,0.0,0.0,False
0.9,0.0,0.0,0.0,0.0,0.0,False
1.0,0.0,0.0,0.0,0.0,0.0,False
1.1,0.0,0.0,0.0,0.0,0.0,False
1.2000000000000002,0.0,0.0,0.0,0.0,0.0,False
1.3,0.0,0.0,0.0,0.0,0.0,False
1.4000000000000001,0.0,0.0,0.0,0.0,0.0,False
1.5,0.0,0.0,0.0,0.0,0.0,False
1.6,0.0,0.0,0.0,0.0,0.0,False
1.7000000000000002,0.0,0.0,0.0,0.0,0.0,False
1.8,0.0,0.0,0.0,0.0,0.0,False
1.9000000000000001,0.0,0.0,0.0,0.0,0.0,False
2.0,0.0,0.0,0.0,0.0,0.0,False
2.1,0.0,0.0,0.0,0.0,0.0,False
2.2,0.0,0.0,0.0,0.0,0.0,False
2.3000000000000003,0.0,0.0,0.0,0.0,0.0,False
2.4000000000000004,0.0,0.0,0.0,0.0,0.0,False
2.5,0.0,0.0,0.0,0.0,0.0,False
2.6,0.0,0.0,0.0,0.0,0.0,False
2.7,0.0,0.0,0.0,0.0,0.0,False
2.8000000000000003,0.0,0.0,0.0,0.0,0.0,False
2.9000000000000004,0.0,0.0,0.0,0.0,0.0,False
3.0,0.0,0.0,0.0,0.0,0.0,False
3.1,0.0,0.0,0.0,0.0,0.0,False
3.2,0.0,0.0,0.0,0.0,0.0,False
3.3000000000000003,0.0,0.0,0.0,0.0,0.0,False
3.4000000000000004,0.0,0.0,0.0,0.0,0.0,False
3.5,0.0,0.0,0.0,0.0,0.0,False
3.6,0.0,0.0,0.0,0.0,0.0,False
3.7,0.0,0.0,0.0,0.0,0.0,False
3.8000000000000003,0.0,0.0,0.0,0.0,0.0,False
3.9000000000000004,0.0,0.0,0.0,0.0,0.0,False
4.0,0.0,0.0,0.0,0.0,0.0,False
4.1000000000000005,0.0,0.0,0.0,0.0,0.0,False
4.2,0.0,0.0,0.0,0.0,0.0,False
4.3,0.0,0.0,0.0,0.0,0.0,False
4.4,0.0,0.0,0.0,0.0,0.0,False
4.5,0.0,0.0,0.0,0.0,0.0,False
4.6000000000000005,0.0,0.0,0.0,0.0,0.0,False
4.7,0.0,0.0,0.0,0.0,0.0,False
4.800000000000001,0.0,0.0,0.0,0.0,0.0,False
4.9,0.0,0.0,0.0,0.0,0.0,False
5.0,0.0,0.0,0.0,0.0,0.0,False
5.1000000000000005,0.0,0.0,0.0,0.0,0.0,False
5.2,0.0,0.0,0.0,0.0,0.0,False
5.300000000000001,0.0,0.0,0.0,0.0,0.0,False
5.4,0.0,0.0,0.0,0.0,0.0,False
5.5,0.0,0.0,0.0,0.0,0.0,False
5.6000000000000005,0.0,0.0,0.0,0.0,0.0,False
5.7,0.0,0.0,0.0,0.0,0.0,False
5.800000000000001,0.0,0.0,0.0,0.0,0.0,False
5.9,0.0,0.0,0.0,0.0,0.0,False
6.0,0.0,0.0,0.0,0.0,0.0,False
6.1000000000000005,0.0,0.0,0.0,0.0,0.0,False
6.2,0.0,0.0,0.0,0.0,0.0,False
6.300000000000001,0.0,0.0,0.0,0.0,0.0,False
6.4,0.0,0.0,0.0,0.0,0.0,False
6.5,0.0,0.0,0.0,0.0,0.0,False
6.6000000000000005,0.0,0.0,0.0,0.0,0.0,False
6.7,0.0,0.0,0.0,0.0,0.0,False
6.800000000000001,0.0,0.0,0.0,0.0,0.0,False
6.9,0.0,0.0,0.0,0.0,0.0,False
7.0,0.0,0.0,0.0,0.0,0.0,False
7.1000000000000005,0.0,0.0,0.0,0.0,0.0,False
7.2,0.0,0.0,0.0,0.0,0.0,False
7.300000000000001,0.0,0.0,0.0,0.0,0.0,False
7.4,0.0,0.0,0.0,0.0,0.0,False
7.5,0.0,0.0,0.0,0.0,0.0,False
7.6000000000000005,0.0,0.0,0.0,0.0,0.0,False
7.7,0.0,0.0,0.0,0.0,0.0,False
7.800000000000001,0.0,0.0,0.0,0.0,0.0,False
7.9,0.0,0.0,0.0,0.0,0.0,False
8.0,0.0,0.0,0.0,0.0,0.0,False
8.1,0.0,0.0,0.0,0.0,0.0,False
8.200000000000001,0.0,0.0,0.0,0.0,0.0,False
8.3,0.0,0.0,0.0,0.0,0.0,False
8.4,0.0,0.0,0.0,0.0,0.0,False
8.5,0.0,0.0,0.0,0.0,0.0,False
8.6,0.0,0.0,0.0,0.0,0.0,False
8.700000000000001,0.0,0.0,0.0,0.0,0.0,False
8.8,0.0,0.0,0.0,0.0,0.0,False
8.9,0.0,0.0,0.0,0.0,0.0,False
9.0,0.0,0.0,0.0,0.0,0.0,False
9.1,0.0,0.0,0.0,0.0,0.0,False
9.200000000000001,0.0,0.0,0.0,0.0,0.0,False
9.3,0.0,0.0,0.0,0.0,0.0,False
9.4,0.0,0.0,0.0,0.0,0.0,False
9.5,0.0,0.0,0.0,0.0,0.0,False
